"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","93.8447418212891","92.8782119750977","","","","","","","","","","","","","","","","","","","","","","","","","95.8065795898438","96.2454299926758","","","","","96.3429412841797","","","","","","","98.8585433959961","99.4900436401367","99.242073059082","99.1884918212891","98.996208190918","99.519416809082","","99.4899826049805","","","",
"Azerbaijan","AZE","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","98.1356735229492","","","96.9159088134766","95.9424209594727","99.0956268310547","95.3099899291992","97.7675933837891","95.7805786132813","97.6339111328125","100","97.5796966552734","100","99.9936218261719","95.3796691894531","98.5988998413086","97.6041870117188","99.8637619018555","95.0528182983398","99.8544387817383","98.8605804443359","91.3973770141602","","94.8790893554688","","",
"Burundi","BDI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","2.77601003646851","37.4783706665039","57.7585296630859","45.2602691650391","47.0644111633301","77.6587600708008","47.9391403198242","71.279670715332","77.2494583129883","","","","","","","82.7902908325195","64.9314575195313","70.8508071899414","","65.2630996704102","","","","","","","","","53.9803085327148","60.4026489257813","63.071159362793","58.0185890197754","60.7194404602051","","61.472339630127","55.9484100341797","","51.8393402099609","47.2584114074707","40.5271492004395","47.0520896911621","46.526798248291","40.8645782470703","41.0066986083984","40.4508018493652","40.2373008728027","38.5476684570313","","",
"Belgium","BEL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","69.9594268798828","68.6132125854492","71.7051086425781","66.7147521972656","65.4233932495117","68.1741409301758","69.5244903564453","71.91943359375","55.2821998596191","66.7559661865234","68.4523010253906","72.9304122924805","74.5242385864258","75.7420806884766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","66.5785675048828","63.5655097961426","50.721549987793","","59.6416511535645","52.3974914550781","50.1793518066406","54.2021217346191","","60.6782989501953","","56.2995681762695","33.1706809997559","53.4953308105469","37.8149681091309","45.0699501037598","35.6776885986328","42.0746192932129","8.04368019104004","","46.9074211120605","62.8568992614746","48.3491897583008","59.0456390380859","54.8955612182617","60.9955596923828","58.3841705322266","","","82.2536468505859","71.6587219238281","61.9698905944824","64.8487701416016","","","","","","56.1278915405273","58.3122901916504","60.4824409484863","54.7155990600586","54.3069686889648","58.6498413085938","48.5324897766113","","","35.2528114318848","","",
"Burkina Faso","BFA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","50.5661506652832","47.8379096984863","52.9905281066895","58.243839263916","62.4201889038086","63.1197204589844","59.0676307678223","62.6344909667969","65.2012710571289","67.8049163818359","76.454719543457","69.2582321166992","70.0859603881836","73.3609008789063","","74.7218704223633","67.080192565918","66.5932769775391","63.1565093994141","70.00244140625","","","","76.7905197143555","","","","57.3458595275879","59.5025482177734","59.9569816589355","56.331169128418","65.1623001098633","67.7354736328125","68.1308288574219","63.187198638916","70.6426620483398","67.6672973632813","70.8426208496094","61.226261138916","","65.6708068847656","64.3040237426758","64.8937530517578","62.2313499450684","64.1925735473633","60.8077507019043","64.4015274047852","50.449291229248","","",
"Bangladesh","BGD","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","17.7616901397705","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.137939453125","61.9493408203125","","","","","","","","","","","",
"Bulgaria","BGR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","95.6439895629883","97.0081481933594","96.0344772338867","96.4976806640625","83.7251892089844","93.6805725097656","92.3345031738281","91.5143508911133","85.4973220825195","","95.2091217041016","89.6440124511719","88.6417617797852","90.1973266601563","92.6419982910156","94.7278518676758","92.6137084960938","94.0859222412109","93.1124420166016","91.3640823364258","95.058723449707","93.9209899902344","93.2598495483398","93.9973220825195","97.6165008544922","96.8138275146484","97.466438293457","96.1876525878906","97.5040893554688","96.0867309570313","93.5630111694336","94.3584823608398","96.4478302001953","","","",
"Bahrain","BHR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","73.1802520751953","","","86.011589050293","79.9007873535156","90.0617980957031","","","","80.5195693969727","91.2247314453125","87.7262115478516","91.6007385253906","80.7868728637695","","86.3076171875","92.1151428222656","89.3925399780273","92.7324676513672","98.8396301269531","","98.6549301147461","99.4957809448242","","","","","","","99.0967102050781","","","","98.0496597290039","95.4214935302734","98.2443466186523","96.2192230224609","","",
"Bahamas, The","BHS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7517395019531","","89.5358581542969","77.8039627075195","91.3800964355469","","71.3374099731445","65.0738983154297","","","","","","","","",
"Bosnia and Herzegovina","BIH","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0502319335938","81.1116561889648","83.0017623901367","82.8159332275391","86.4117584228516","96.4854431152344","96.6529312133789","98.6141662597656","92.6144332885742","93.5496597290039","","",
"Belarus","BLR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0074691772461","","97.5108184814453","97.7634124755859","","88.898681640625","98.9703674316406","98.6744613647461","96.2717819213867","97.7882614135742","","99.8350067138672","98.5175704956055","99.07763671875","96.1806793212891","","","96.8779525756836","98.8017501831055","99.0531234741211","98.4635696411133","98.2686767578125","98.0649719238281","98.1209716796875","97.8286437988281","","","",
"Belize","BLZ","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.1388626098633","","","67.404411315918","","","","","74.4934005737305","","","","","","88.8544769287109","81.8815689086914","89.7451705932617","93.3322296142578","89.1311721801758","93.0623168945313","","90.4905776977539","95.7964019775391","97.8578720092773","","90.7939910888672","95.3937911987305","","","",
"Bermuda","BMU","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4797286987305","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1734008789063","86.8091735839844","90.0369491577148","96.4350128173828","93.936767578125","96.0024795532227","94.621223449707","93.8127517700195","94.7941513061523","","","",
"Brazil","BRA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","40.0880012512207","37.6228218078613","37.3997001647949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9829864501953","","","","94.048942565918","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","74.7215576171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.014518737793","97.1346435546875","96.2654113769531","94.8381881713867","96.3091201782227","","95.9580230712891","","97.5824127197266","","","","","94.0173187255859","","92.8442916870117","","",
"Bhutan","BTN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","11.1492204666138","25.2906703948975","","","","","","","","","","","","","","","69.0974197387695","","","","72.5829010009766","74.5145874023438","78.0230331420898","78.1874237060547","","","","","81.1164779663086","","","84.436149597168","81.487678527832","88.7039031982422","91.2206802368164","","","","","84.5508270263672","","","","",
"Botswana","BWA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","48.7224807739258","","","","","","","","69.6351089477539","","69.5275192260742","","","79.9578018188477","84.0146331787109","","","","","","","72.0586166381836","80.2547378540039","79.1381607055664","77.9233779907227","80.5302810668945","","","78.0539321899414","78.6438293457031","81.0491790771484","81.1246337890625","80.5949783325195","82.5905303955078","79.9478225708008","84.7411270141602","","","91.3327331542969","","","","92.6852035522461","","","","","","","","",
"Central African Republic","CAF","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","36.1396217346191","","45.6255493164063","","46.0179405212402","","","","","49.5042915344238","63.5013198852539","63.8362503051758","","","","20.665060043335","65.1323394775391","56.3085784912109","","30.5634899139404","17.7387008666992","","","","","","","","","","","","","","","","","50.9367790222168","53.1348609924316","48.5800514221191","47.349479675293","","","","","","","","","",
"Canada","CAN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8688507080078","98.3417663574219","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.48624","94.54781","95.07611","95.70551","95.35077","95.92493","93.62825","97.37127","94.62149","92.89558","97.50309","96.83362","97.14029","96.99159","97.40644","97.48483","97.26824","96.98812","96.37312","96.40001","96.4753","98.26603","97.37754","97.29073","96.98297","97.09095","97.30926","97.11329","95.82729","97.95465","97.97215","","",
"Switzerland","CHE","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","58.5528717041016","55.3828582763672","54.9713287353516","35.0357894897461","55.5956611633301","54.1701889038086","54.4942283630371","54.3310012817383","54.6534194946289","54.5214805603027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5587692260742","99.3063201904297","","","",
"Channel Islands","CHI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","78.1896896362305","69.084846496582","69.9244384765625","70.2006378173828","66.8340911865234","64.9640121459961","71.0158996582031","","","","","","89.9656372070313","","","","","","","","","","","","","","96.8866500854492","","","","","","","","","","","","","","98.231201171875","98.0077514648438","","99.1300888061523","99.2680587768555","98.8495635986328","99.2054824829102","99.7515869140625","","","",
"China","CHN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2371673583984","93.4191131591797","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","82.9316177368164","","","","","","","","","71.6113433837891","","","","","78.6691818237305","","75.0220108032227","64.5558319091797","","76.9576568603516","74.4929580688477","72.8855514526367","67.0428237915039","","66.9114532470703","89.7093276977539","","","","","","83.3722381591797","","61.783390045166","","","84.3472366333008","74.577522277832","78.2085494995117","84.7674713134766","82.8938980102539","","","","","",
"Cameroon","CMR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","59.1183204650879","60.0274200439453","68.2374496459961","60.5653686523438","55.0503311157227","","63.7599182128906","65.0035781860352","70.5366516113281","66.4479598999023","70.9485321044922","59.4286308288574","71.1292724609375","68.4167633056641","72.1554183959961","","","","57.8149185180664","","","","","","","","","","","","","","","","54.6418190002441","57.5085601806641","68.6795883178711","66.8318405151367","56.9247817993164","69.1491394042969","","","64.5953369140625","56.7539901733398","41.1736106872559","37.7225112915039","63.669921875","","",
"Congo, Dem. Rep.","COD","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","46.6012496948242","","","","61.1374092102051","60.421070098877","68.0736923217773","","","","","","","","","","85.9730072021484","","","","53.1437110900879","","66.9297103881836","","","","","","","","","","","","","","78.3069686889648","","57.9810600280762","59.7323989868164","74.8687286376953","55.7396812438965","","34.4101600646973","","","","","","",
"Congo, Rep.","COG","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","78.5971984863281","","77.0185394287109","74.4885711669922","72.5526809692383","75.494499206543","","","","","85.1089324951172","76.2944564819336","","","","","58.7398109436035","","48.2255210876465","","57.1265106201172","","25.7666301727295","","","","","","","57.7538414001465","","","","","70.6029586791992","","","","","","","","","","","","","",
"Colombia","COL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","48.3088684082031","34.0288696289063","38.768310546875","34.3955192565918","","","","","","","","35.6705589294434","52.0649185180664","53.4627113342285","47.907299041748","55.3975601196289","63.8007316589355","53.2497482299805","53.1883583068848","","","","58.772819519043","63.2442588806152","54.6551208496094","","","","56.1865196228027","64.0378799438477","","","","","78.3190307617188","77.2792892456055","81.5568923950195","","","83.9922027587891","87.6164169311523","82.6119079589844","72.6420364379883","81.1839981079102","85.8361434936523","87.8815307617188","89.587516784668","90.1851119995117","","","",
"Comoros","COM","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0399894714355","","","","","","","","","","","","41.8126487731934","","","","","","","","","","","","","","","64.6445465087891","","","","","","","",
"Cabo Verde","CPV","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","11.6195001602173","22.8409690856934","25.5144100189209","21.6138191223145","15.9667196273804","","31.4419593811035","32.450439453125","43.0039482116699","43.9544982910156","","","","","","","","","","","","","","86.8052291870117","85.1007232666016","85.8718338012695","","84.9063568115234","","84.5180969238281","","","89.5657196044922","","89.4520721435547","89.0675506591797","88.4457931518555","89.1862487792969","","","","","",
"Costa Rica","CRI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","69.5962600708008","69.4655685424805","74.1407928466797","66.8910217285156","","73.5639877319336","68.7351531982422","70.2995071411133","71.8080673217773","67.5070419311523","72.1347885131836","67.5932922363281","","","73.4200820922852","79.4617462158203","74.6637802124023","77.4627990722656","76.9783172607422","","75.2329177856445","78.3756408691406","79.2199401855469","81.6571426391602","82.2370223999023","80.9628677368164","","","","87.0501327514648","89.5155715942383","87.0418472290039","","","80.8976669311523","89.3345565795898","82.126220703125","92.2078170776367","92.9056930541992","87.6315231323242","89.6531677246094","87.2842483520508","86.1946182250977","89.4340591430664","93.1914672851563","92.3649597167969","","","","","",
"Caribbean small states","CSS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","74.25215","74.27879","75.1682","75.874","78.69965","78.02561","80.57543","79.55631","77.78615","76.58269","75.81435","75.2907","75.05289","74.46727","75.57416","77.08384","78.28013","78.41426","78.59652","78.70555","78.95488","79.32469","79.65538","79.89817","80.13958","80.48069","77.67933","78.83155","79.80632","80.91328","80.51698","81.3204","81.52491","84.19491","85.68887","84.25321","83.91572","85.8612","86.71655","88.64779","89.35303","89.20083","86.55298","89.76362","89.06313","","",
"Cuba","CUB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","56.6334114074707","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.7512512207031","95.5775604248047","96.3432693481445","96.3149871826172","96.9467620849609","95.9419326782227","95.901481628418","96.5099487304688","95.1964721679688","95.5186309814453","96.1617126464844","94.0493774414063","95.4216918945313","94.7000503540039","95.8551635742188","94.4071273803711","94.692008972168","95.7740173339844","95.7283020019531","96.3109512329102","","",
"Curacao","CUW","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","95.773063659668","98.0971984863281","97.0292892456055","63.2939414978027","94.7014312744141","99.2046966552734","99.1430587768555","98.6559677124023","98.4959411621094","99.8519897460938","96.4157562255859","99.9054794311523","98.6072387695313","98.6309585571289","98.596549987793","98.5589294433594","99.5973815917969","99.6987533569336","98.3216705322266","","99.3599319458008","98.7292175292969","98.9117889404297","98.9836807250977","","","","","93.6343231201172","98.8756866455078","","97.3209762573242","99.974853515625","98.5601501464844","97.6990737915039","98.9853820800781","93.8682403564453","","","","","92.8857727050781","89.9588088989258","98.1687927246094","97.7002334594727","98.5138778686523","","","","",
"Czech Republic","CZE","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0297698974609","98.4243774414063","98.586669921875","97.2747421264648","98.2508773803711","98.1656875610352","99.5331726074219","97.9230117797852","98.8117294311523","99.3840713500977","98.506950378418","99.1250762939453","99.1269683837891","99.001953125","99.1931610107422","99.3626937866211","99.4696273803711","99.4170913696289","99.4293670654297","","","",
"Germany","DEU","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9209823608398","98.7978363037109","98.6628036499023","98.6372833251953","","","98.7804412841797","98.3642501831055","98.4853515625","97.8502197265625","98.6585922241211","98.3408432006836","97.5472869873047","96.7935333251953","95.1933975219727","","95.7424926757813","96.2956695556641","","96.687858581543","","","","","","","","",
"Djibouti","DJI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3457107543945","","","","","","","88.0672607421875","",
"Dominica","DMA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.8780975341797","82.5882873535156","","","85.6004028320313","89.3388137817383","","85.8193511962891","85.2926483154297","90.0874633789063","","","81.1217193603516","","","","","","",
"Denmark","DNK","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","94.8467178344727","95.6839904785156","96.517448425293","","","","","","","","99.0604476928711","98.6012802124023","99.1894073486328","97.777099609375","99.6971817016602","98.8047027587891","98.9889221191406","98.7704467773438","98.2713165283203","98.9201583862305","93.3560562133789","99.650032043457","","","","","","99.8506774902344","99.8759078979492","99.8896179199219","","","","91.194091796875","","","96.5525970458984","99.4266967773438","98.619743347168","","","97.9436416625977","99.4724273681641","99.6134262084961","","","99.7268676757813","","","",
"Dominican Republic","DOM","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.008861541748","66.2787322998047","","","","","","","","","","","","76.0308532714844","87.2733001708984","76.6552276611328","","81.7378997802734","77.3988494873047","77.0992202758789","89.8801727294922","","",
"Algeria","DZA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","71.181282043457","75.4308624267578","74.3488082885742","76.3823776245117","73.3460998535156","75.0270233154297","75.0852279663086","77.1392288208008","79.56884765625","78.6893463134766","80.9635620117188","85.7477188110352","88.2248306274414","95.4024963378906","92.8028411865234","92.8892364501953","90.1896133422852","92.2475433349609","92.2259063720703","91.099853515625","89.0546722412109","90.2512969970703","88.8347702026367","89.7273864746094","89.3067626953125","","91.2177810668945","89.8870315551758","93.7542724609375","91.567626953125","93.5414505004883","91.6427764892578","91.4361114501953","89.7631378173828","89.5404968261719","91.3434829711914","","93.155158996582","94.0105514526367","91.1180191040039","94.8486785888672","92.3475570678711","93.0100326538086","93.1571197509766","93.7827911376953","95.3304595947266","91.2359771728516","","",
"East Asia & Pacific (excluding high income)","EAP","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.41229","85.71858","86.50237","87.16723","87.7211","88.31381","89.44886","90.40752","87.89853","84.96002","82.08838","78.85833","81.96807","85.12414","87.81487","88.27917","88.84307","85.68915","81.18912","76.70031","88.98018","91.48031","93.4517","93.31263","94.49242","","",
"Early-demographic dividend","EAR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","50.8803","50.60221","50.59134","49.46329","50.37807","51.53815","52.7826","55.10389","56.02086","56.14203","56.35105","57.07179","57.19902","58.69284","59.28991","60.65475","62.32995","66.45223","66.59387","66.51908","66.82076","66.79197","66.70585","67.22663","66.53273","67.31072","67.48783","67.73502","68.07539","68.44715","67.17432","68.08898","68.39036","69.25186","70.17248","69.54334","70.91653","71.03646","73.08014","74.3687","74.30215","75.09012","75.17889","77.53144","81.01428","81.94966","80.3554","83.08951","80.50178","","",
"East Asia & Pacific","EAS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.08716","86.39075","87.05798","87.62607","88.25294","88.82879","89.89707","90.78305","88.44529","85.72297","83.04928","80.06115","82.90973","85.84168","88.35568","88.79044","89.2961","86.3153","82.10855","77.94391","89.44132","91.73596","93.57644","93.42305","94.55107","","",
